Date,Open Price,High Price,Low Price,Close Price,Adj Close,Volume
1995-06-19,2.805556,2.898148,2.796296,2.861111,2.544931,39504400
1995-06-20,2.87963,2.916667,2.833333,2.888889,2.569638,41228800
1995-06-21,2.935185,2.944444,2.833333,2.87963,2.561402,47905600
1995-06-22,2.907408,3,2.888889,2.972222,2.643763,71226400
1995-06-23,2.962963,2.981482,2.824074,2.907408,2.586111,78650800
1995-06-26,2.907408,2.925926,2.777778,2.824074,2.511986,40346800
1995-06-27,2.805556,2.888889,2.777778,2.796296,2.487279,36228400
1995-06-28,2.787037,2.851852,2.722222,2.791667,2.48316,42115200
1995-06-29,2.805556,2.888889,2.777778,2.861111,2.544931,42813600
1995-06-30,2.87037,2.916667,2.833333,2.861111,2.544931,27302400
1995-07-03,2.87037,2.925926,2.851852,2.898148,2.577875,12094000
1995-07-05,2.907408,2.944444,2.861111,2.87037,2.553166,38658400
1995-07-06,2.87963,2.925926,2.833333,2.916667,2.594347,39179200
1995-07-07,2.907408,3,2.907408,2.990741,2.660235,52280800
1995-07-10,3,3.074074,2.990741,3.018518,2.684943,36128400
1995-07-11,3.018518,3.018518,2.888889,2.888889,2.569638,36520000
1995-07-12,2.925926,3.046296,2.916667,3.027778,2.693178,36703600
1995-07-13,3.027778,3.12037,2.972222,3.018518,2.684943,32470000
1995-07-14,2.990741,3.037037,2.944444,3.023148,2.68906,29300800
1995-07-17,3.046296,3.12963,3.037037,3.12963,2.783775,41150400
1995-07-18,3.12963,3.12963,2.962963,2.972222,2.643763,53179200
1995-07-19,2.814815,2.953704,2.703704,2.833333,2.520222,98179600
1995-07-20,2.833333,2.87037,2.796296,2.842592,2.528458,55798000
1995-07-21,2.814815,2.898148,2.814815,2.847222,2.532577,31044400
1995-07-24,2.87037,2.916667,2.842592,2.902778,2.581993,27229200
1995-07-25,2.944444,3.018518,2.907408,2.981482,2.651999,43365600
1995-07-26,3.018518,3.12963,3,3.12963,2.783775,49709200
1995-07-27,3.148148,3.259259,3.138889,3.212963,2.857898,40500400
1995-07-28,3.203704,3.203704,3.111111,3.12037,2.775539,28096000
1995-07-31,3.12963,3.12963,3.055556,3.101852,2.759067,17105200
1995-08-01,3.111111,3.111111,2.953704,3.009259,2.676707,30454000
1995-08-02,3.046296,3.12963,2.907408,2.935185,2.610818,48919200
1995-08-03,2.87037,2.935185,2.798607,2.912037,2.59023,71761200
1995-08-04,2.907408,3,2.888889,2.990741,2.660235,22397200
1995-08-07,2.990741,3.055556,2.972222,2.986111,2.656117,15670800
1995-08-08,3,3.009259,2.944444,2.958333,2.631408,12747600
1995-08-09,3.009259,3.046296,2.981482,3.037037,2.701415,23404000
1995-08-10,3.037037,3.083333,3.027778,3.055556,2.717887,22918000
1995-08-11,3.064815,3.074074,2.962963,3.027778,2.693178,18044800
1995-08-14,3.018518,3.111111,2.990741,3.101852,2.759067,28754800
1995-08-15,3.111111,3.12963,3.018518,3.083333,2.742595,24782800
1995-08-16,3.083333,3.166667,3.074074,3.166667,2.816719,31606000
1995-08-17,3.166667,3.203704,3.148148,3.199074,2.845546,26641600
1995-08-18,3.231482,3.25,3.157408,3.203704,2.849662,38806800
1995-08-21,3.259259,3.287037,3.12963,3.134259,2.787893,31201200
1995-08-22,3.138889,3.175926,3.064815,3.166667,2.816719,32065600
1995-08-23,3.166667,3.212963,3.12963,3.175926,2.824955,25450000
1995-08-24,3.185185,3.185185,3.092592,3.148148,2.800246,35103600
1995-08-25,3.166667,3.203704,3.148148,3.166667,2.816719,21133600
1995-08-28,3.166667,3.185185,3.055556,3.069444,2.730241,28777200
1995-08-29,3.037037,3.046296,2.87963,3.009259,2.676707,68792800
1995-08-30,3.018518,3.046296,2.907408,2.953704,2.62729,48200800
1995-08-31,2.962963,3.009259,2.944444,2.972222,2.643763,28209600
1995-09-01,2.972222,2.972222,2.888889,2.907408,2.586111,41072400
1995-09-05,2.907408,3.296296,2.907408,3.277778,2.915551,98296800
1995-09-06,3.12963,3.287037,3.111111,3.222222,2.866134,67087600
1995-09-07,3.231482,3.296296,3.194444,3.25,2.890843,32711200
1995-09-08,3.25,3.277778,3.194444,3.25,2.890843,24305200
1995-09-11,3.240741,3.398148,3.240741,3.351852,2.98144,59000400
1995-09-12,3.388889,3.407408,3.287037,3.324074,2.956733,28701600
1995-09-13,3.324074,3.472222,3.314815,3.407408,3.030855,40741200
1995-09-14,3.435185,3.481482,3.287037,3.324074,2.956733,51487200
1995-09-15,2.87037,2.925926,2.703704,2.787037,2.479042,384968400
1995-09-18,2.851852,2.944444,2.814815,2.944444,2.619054,111745600
1995-09-19,2.953704,3.027778,2.944444,2.972222,2.643763,71098800
1995-09-20,3.009259,3.046296,2.944444,2.949074,2.623172,56149600
1995-09-21,2.944444,2.953704,2.851852,2.87963,2.561402,43666800
1995-09-22,2.861111,2.925926,2.833333,2.916667,2.594347,28744800
1995-09-25,2.935185,2.944444,2.833333,2.898148,2.577875,29098800
1995-09-26,2.935185,2.962963,2.842592,2.842592,2.528458,39080400
1995-09-27,2.814815,2.87963,2.694444,2.861111,2.544931,83973600
1995-09-28,2.888889,2.916667,2.824074,2.907408,2.586111,49926400
1995-09-29,2.907408,2.953704,2.824074,2.842592,2.528458,44082400
1995-10-02,2.861111,2.87963,2.768518,2.789348,2.481098,22100400
1995-10-03,2.814815,2.87963,2.777778,2.861111,2.544931,52653600
1995-10-04,2.824074,2.87963,2.777778,2.814815,2.503751,38646000
1995-10-05,2.814815,2.851852,2.75,2.851852,2.536695,56722000
1995-10-06,2.87037,2.907408,2.787037,2.796296,2.487279,49298800
1995-10-09,2.777778,2.777778,2.62963,2.731482,2.429626,61938000
1995-10-10,2.685185,2.740741,2.592592,2.740741,2.437862,78254800
1995-10-11,2.87037,2.907408,2.759259,2.851852,2.536695,68326800
1995-10-12,2.87963,2.962963,2.87037,2.949074,2.623172,60048400
1995-10-13,2.972222,3.027778,2.888889,2.925926,2.602582,75654000
1995-10-16,2.935185,2.981482,2.925926,2.962963,2.635525,37395600
1995-10-17,2.972222,3.027778,2.888889,3.023148,2.68906,69709200
1995-10-18,3.064815,3.203704,3.023148,3.185185,2.833191,146953600
1995-10-19,3.166667,3.287037,3.157408,3.277778,2.915551,75375600
1995-10-20,3.287037,3.296296,3.12963,3.157408,2.808483,66593200
1995-10-23,3.12037,3.175926,3.101852,3.166667,2.816719,40321600
1995-10-24,3.194444,3.240741,3.166667,3.222222,2.866134,45973600
1995-10-25,3.25,3.25,3.157408,3.185185,2.833191,29930400
1995-10-26,3.166667,3.212963,3.055556,3.138889,2.792011,32054800
1995-10-27,3.12037,3.222222,3.111111,3.203704,2.849662,32740800
1995-10-30,3.25,3.314815,3.222222,3.268518,2.907315,41167600
1995-10-31,3.314815,3.333333,3.231482,3.231482,2.874371,31107600
1995-11-01,3.240741,3.314815,3.222222,3.268518,2.907315,37859200
1995-11-02,3.287037,3.407408,3.277778,3.398148,3.022619,56992000
1995-11-03,3.407408,3.444444,3.359948,3.425926,3.047327,37718800
1995-11-06,3.398148,3.518518,3.333333,3.342592,2.973203,39362800
1995-11-07,3.324074,3.333333,3.194444,3.268518,2.907315,52207200
1995-11-08,3.296296,3.416667,3.268518,3.314815,2.948496,38385600
1995-11-09,3.388889,3.490741,3.388889,3.490741,3.10498,56284000
1995-11-10,3.462963,3.574074,3.425926,3.490741,3.10498,42308800
1995-11-13,3.481482,3.564815,3.388889,3.407408,3.030855,37776400
1995-11-14,3.37037,3.5,3.361111,3.37963,3.006147,43621600
1995-11-15,3.425926,3.481482,3.37037,3.472222,3.088508,50058400
1995-11-16,3.462963,3.583333,3.435185,3.518518,3.129688,56000400
1995-11-17,3.537037,3.611111,3.509259,3.564815,3.170868,50357200
1995-11-20,3.592592,3.601852,3.37037,3.37037,2.997912,30148800
1995-11-21,3.37037,3.425926,3.342592,3.398148,3.022619,48174000
1995-11-22,3.416667,3.416667,3.296296,3.319444,2.952614,34026000
1995-11-24,3.351852,3.361111,3.268518,3.342592,2.973203,19988800
1995-11-27,3.398148,3.444444,3.342592,3.365741,2.993793,54459600
1995-11-28,3.37037,3.490741,3.351852,3.481482,3.096743,49608000
1995-11-29,3.518518,3.546296,3.435185,3.462963,3.080271,34668000
1995-11-30,3.462963,3.472222,3.342592,3.361111,2.989676,34887600
1995-12-01,3.37037,3.388889,3.25,3.305556,2.940259,45725200
1995-12-04,3.296296,3.425926,3.212963,3.365741,2.993793,59076400
1995-12-05,3.342592,3.462963,3.277778,3.333333,2.964967,57186400
1995-12-06,3.324074,3.342592,3.166667,3.240741,2.882607,50563600
1995-12-07,3.361111,3.37037,3.203704,3.277778,2.915551,44253600
1995-12-08,3.351852,3.462963,3.305556,3.453704,3.072035,67216000
1995-12-11,3.509259,3.527778,3.435185,3.435185,3.055563,44804400
1995-12-12,3.453704,3.453704,3.287037,3.296296,2.932024,34990000
1995-12-13,3.287037,3.324074,3.185185,3.203704,2.849662,51724800
1995-12-14,3.222222,3.268518,2.972222,3.101852,2.759067,109447200
1995-12-15,3.194444,3.277778,3.175926,3.212963,2.857898,122081200
1995-12-18,3.212963,3.212963,2.953704,3.055556,2.717887,83241600
1995-12-19,3.111111,3.314815,3.083333,3.314815,2.948496,80933200
1995-12-20,3.388889,3.388889,3.175926,3.185185,2.833191,51554400
1995-12-21,3.203704,3.240741,3.12963,3.166667,2.816719,56762800
1995-12-22,3.166667,3.314815,3.166667,3.277778,2.915551,41440000
1995-12-26,3.305556,3.314815,3.259259,3.287037,2.923787,16459200
1995-12-27,3.296296,3.305556,3.203704,3.222222,2.866134,30029200
1995-12-28,3.203704,3.203704,3.12963,3.138889,2.792011,51989200
1995-12-29,3.148148,3.166667,3.092592,3.138889,2.792011,45870000
1996-01-02,3.166667,3.212963,3.138889,3.203704,2.849662,45602800
1996-01-03,3.148148,3.212963,3.055556,3.055556,2.717887,55518000
1996-01-04,3.083333,3.083333,2.935185,3.018518,2.684943,129803200
1996-01-05,2.972222,3.185185,2.944444,3.175926,2.824955,83783200
1996-01-08,3.222222,3.231482,3.12037,3.12963,2.783775,12593200
1996-01-09,3.138889,3.138889,2.925926,2.981482,2.651999,96068400
1996-01-10,2.935185,3.148148,2.925926,3.037037,2.701415,124564000
1996-01-11,3.083333,3.12963,3.018518,3.101852,2.759067,61104400
1996-01-12,3.111111,3.157408,3.083333,3.157408,2.808483,61249200
1996-01-15,3.175926,3.185185,2.925926,2.962963,2.635525,69793200
1996-01-16,2.990741,3.101852,2.944444,3.092592,2.750831,78514000
1996-01-17,3.046296,3.277778,3.037037,3.166667,2.816719,79512000
1996-01-18,3.203704,3.296296,3.203704,3.296296,2.932024,56856400
1996-01-19,3.324074,3.407408,3.296296,3.37037,2.997912,63830400
1996-01-22,3.351852,3.435185,3.351852,3.407408,3.030855,51492400
1996-01-23,3.388889,3.5,3.37037,3.425926,3.047327,67290000
1996-01-24,3.481482,3.638889,3.425926,3.638889,3.236756,88524400
1996-01-25,3.657408,3.666667,3.5,3.537037,3.14616,57434800
1996-01-26,3.509259,3.574074,3.444444,3.509259,3.121452,54751200
1996-01-29,3.518518,3.564815,3.490741,3.490741,3.10498,22008400
1996-01-30,3.509259,3.537037,3.472222,3.509259,3.121452,25807200
1996-01-31,3.537037,3.564815,3.462963,3.537037,3.14616,49115200
1996-02-01,3.527778,3.555556,3.481482,3.527778,3.137923,33097200
1996-02-02,3.537037,3.675926,3.527778,3.648148,3.244992,62912400
1996-02-05,3.648148,3.777778,3.62963,3.759259,3.343823,61314000
1996-02-06,3.768518,3.777778,3.657408,3.712963,3.302644,71672400
1996-02-07,3.703704,3.712963,3.587963,3.62037,3.220284,50296000
1996-02-08,3.611111,3.722222,3.564815,3.722222,3.31088,61416400
1996-02-09,3.712963,3.814815,3.62963,3.638889,3.236756,91428000
1996-02-12,3.638889,3.731482,3.62963,3.699074,3.290291,41428800
1996-02-13,3.62037,3.759259,3.611111,3.722222,3.31088,56459200
1996-02-14,3.731482,3.805556,3.685185,3.791667,3.37265,55507200
1996-02-15,3.777778,3.935185,3.777778,3.916667,3.483837,79474000
1996-02-16,3.907408,3.944444,3.861111,3.888889,3.459129,60269200
1996-02-20,3.796296,3.907408,3.787037,3.842592,3.417948,41756400
1996-02-21,3.87037,3.925926,3.824074,3.925926,3.492073,33825600
1996-02-22,3.962963,4.046296,3.962963,4.009259,3.566197,62515600
1996-02-23,4.027778,4.037037,3.884259,3.972222,3.533253,53784400
1996-02-26,4,4.074074,3.962963,4.018518,3.574433,50557200
1996-02-27,4.037037,4.037037,3.907408,3.921296,3.487954,54656800
1996-02-28,3.935185,4.018518,3.888889,3.907408,3.4756,40702000
1996-02-29,3.851852,3.925926,3.787037,3.851852,3.426184,44960400
1996-03-01,3.861111,3.861111,3.62037,3.638889,3.236756,79750800
1996-03-04,3.694444,3.703704,3.555556,3.583333,3.18734,47477200
1996-03-05,3.564815,3.851852,3.537037,3.833333,3.409713,65632000
1996-03-06,3.740741,3.777778,3.583333,3.675926,3.2697,117099600
1996-03-07,3.722222,3.722222,3.675926,3.685185,3.277937,59216400
1996-03-08,3.592592,3.685185,3.481482,3.481482,3.096743,71002800
1996-03-11,3.555556,3.703704,3.518518,3.694444,3.286172,56098800
1996-03-12,3.666667,3.685185,3.518518,3.574074,3.179104,68634000
1996-03-13,3.62963,3.712963,3.611111,3.675926,3.2697,60023200
1996-03-14,3.694444,3.703704,3.546296,3.564815,3.170868,74817600
1996-03-15,3.592592,3.685185,3.564815,3.62037,3.220284,106088400
1996-03-18,3.675926,3.740741,3.675926,3.722222,3.31088,45759600
1996-03-19,3.768518,3.796296,3.657408,3.694444,3.286172,40910400
1996-03-20,3.694444,3.708333,3.611111,3.694444,3.286172,33072000
1996-03-21,3.703704,3.722222,3.583333,3.601852,3.203811,41194800
1996-03-22,3.648148,3.648148,3.462963,3.62037,3.220284,87752400
1996-03-25,3.648148,3.666667,3.527778,3.527778,3.137923,68666800
1996-03-26,3.509259,3.62037,3.481482,3.555556,3.162632,48683200
1996-03-27,3.564815,3.62037,3.546296,3.574074,3.179104,24835200
1996-03-28,3.537037,3.611111,3.518518,3.564815,3.170868,38156400
1996-03-29,3.583333,3.592592,3.472222,3.490741,3.10498,29840800
1996-04-01,3.518518,3.527778,3.407408,3.472222,3.088508,50288400
1996-04-02,3.518518,3.527778,3.453704,3.481482,3.096743,28574800
1996-04-03,3.453704,3.453704,3.351852,3.37963,3.006147,88381600
1996-04-04,3.388889,3.425926,3.361111,3.37037,2.997912,70027200
1996-04-08,3.259259,3.268518,3.185185,3.203704,2.849662,193920000
1996-04-09,3.25,3.259259,2.943281,3.074074,2.734359,388101600
1996-04-10,3.12963,3.25,3.12963,3.203704,2.849662,146442400
1996-04-11,3.222222,3.296296,3.134259,3.25,2.890843,92761200
1996-04-12,3.268518,3.277778,3.185185,3.259259,2.899079,51095200
1996-04-15,3.259259,3.296296,3.203704,3.217592,2.862017,36982800
1996-04-16,3.342592,3.425926,3.324074,3.393518,3.018501,82638400
1996-04-17,3.402778,3.5,3.388889,3.458333,3.076153,56881600
1996-04-18,3.513889,3.555556,3.486111,3.527778,3.137923,39338800
1996-04-19,3.638889,3.652778,3.527778,3.555556,3.162632,50414400
1996-04-22,3.625,3.708333,3.607633,3.680556,3.273817,54228400
1996-04-23,3.708333,3.805556,3.694444,3.777778,3.360296,41809200
1996-04-24,3.833333,3.895833,3.789922,3.847222,3.422066,58420800
1996-04-25,3.861111,3.861111,3.722222,3.819444,3.397358,33487200
1996-04-26,3.777778,3.902778,3.777778,3.791667,3.37265,27234000
1996-04-29,3.791667,3.861111,3.763889,3.805556,3.385005,19857600
1996-04-30,3.833333,3.847222,3.708333,3.75,3.335588,23940000
1996-05-01,3.75,3.819444,3.708333,3.791667,3.37265,21137200
1996-05-02,3.791667,3.791667,3.638889,3.652778,3.24911,29428000
1996-05-03,3.715278,3.763889,3.638889,3.701389,3.292349,29212000
1996-05-06,3.708333,3.805556,3.708333,3.791667,3.37265,26137600
1996-05-07,3.805556,3.805556,3.694444,3.722222,3.31088,29140000
1996-05-08,3.722222,3.722222,3.555556,3.652778,3.24911,45999600
1996-05-09,3.694444,3.736111,3.666667,3.736111,3.323234,18920400
1996-05-10,3.776033,3.791667,3.722222,3.763889,3.347942,28980400
1996-05-13,3.777778,3.888889,3.75,3.875,3.446775,31298800
1996-05-14,3.902778,3.958333,3.888889,3.902778,3.471482,39534000
1996-05-15,3.902778,3.930556,3.819444,3.833333,3.409713,29282800
1996-05-16,3.791667,3.916667,3.763889,3.888889,3.459129,36248400
1996-05-17,3.930556,3.986111,3.875,3.902778,3.471482,27947200
1996-05-20,3.930556,4,3.930556,3.944444,3.508545,30397200
1996-05-21,3.984367,4,3.930556,3.944444,3.508545,28045600
1996-05-22,3.930556,3.972222,3.708333,3.777778,3.360296,57283200
1996-05-23,3.861111,3.861111,3.722222,3.763889,3.347942,60604000
1996-05-24,3.819444,3.819444,3.694444,3.694444,3.286172,31228800
1996-05-28,3.736111,3.736111,3.666667,3.680556,3.273817,30819600
1996-05-29,3.708333,3.708333,3.611111,3.638889,3.236756,29542000
1996-05-30,3.652778,3.75,3.611111,3.694444,3.286172,28426000
1996-05-31,3.75,3.763889,3.638889,3.680556,3.273817,44240400
1996-06-03,3.680556,3.680556,3.583333,3.611111,3.212048,47610000
1996-06-04,3.652778,3.680556,3.597222,3.666667,3.261464,40732800
1996-06-05,3.680556,3.777778,3.638889,3.777778,3.360296,33570400
1996-06-06,3.791667,3.833333,3.638889,3.652778,3.24911,35834400
1996-06-07,3.597222,3.763889,3.555556,3.763889,3.347942,33907200
1996-06-10,3.777778,3.819444,3.666667,3.6875,3.279995,24889200
1996-06-11,3.722222,3.819444,3.694444,3.763889,3.347942,31120800
1996-06-12,3.819444,3.875,3.791667,3.833333,3.409713,40072000
1996-06-13,3.833333,3.847222,3.75,3.819444,3.397358,25837600
1996-06-14,3.819444,3.819444,3.708333,3.763889,3.347942,27813600
1996-06-17,3.819444,3.819444,3.722222,3.763889,3.347942,24302400
1996-06-18,3.777778,3.791667,3.680556,3.722222,3.31088,28930000
1996-06-19,3.736111,3.833333,3.708333,3.819444,3.397358,45619600
1996-06-20,3.861111,3.958333,3.722222,3.875,3.446775,62536000
1996-06-21,4.236111,4.25,4.041667,4.222222,3.755626,140348400
1996-06-24,4.208333,4.236111,4.152778,4.208333,3.743271,41875600
1996-06-25,4.208333,4.305555,4.180555,4.236111,3.767979,41244000
1996-06-26,4.236111,4.236111,4.138889,4.152778,3.693855,34527600
1996-06-27,4.152778,4.388889,4.111111,4.388889,3.903874,50740800
1996-06-28,4.402778,4.486111,4.319445,4.381945,3.897696,53573200
1996-07-01,4.388889,4.444445,4.333333,4.347222,3.866812,27046800
1996-07-02,4.319445,4.361111,4.236111,4.25,3.780334,32082000
1996-07-03,4.236111,4.25,4.194445,4.25,3.780334,23870400
1996-07-05,4.180555,4.194445,4.097222,4.125,3.669146,14092800
1996-07-08,4.125,4.25,4.069445,4.194445,3.730917,49334400
1996-07-09,4.263889,4.291667,4.138889,4.166667,3.706209,29491600
1996-07-10,4.194445,4.263889,4.125,4.263889,3.792686,35836800
1996-07-11,4.208333,4.236111,4.083333,4.180555,3.718563,62100400
1996-07-12,4.222222,4.25,4.069445,4.138889,3.681501,29214400
1996-07-15,4.140622,4.166667,3.944444,3.986111,3.545606,50607600
1996-07-16,3.944444,4.083333,3.694444,4.027778,3.582669,104452800
